,price
2020-01-02,4.05
2020-01-03,4.15
2020-01-06,4.09
2020-01-07,4.11
2020-01-08,3.91
2020-01-09,4.1
2020-01-10,4.08
2020-01-13,4.0
2020-01-14,3.94
2020-01-15,3.9
2020-01-16,3.84
2020-01-17,3.88
2020-01-20,3.86
2020-01-21,3.92
2020-01-22,3.98
2020-01-30,3.9
2020-01-31,3.64
2020-02-03,3.39
2020-02-04,3.27
2020-02-05,3.3
2020-02-06,3.53
2020-02-07,3.55
2020-02-10,3.44
2020-02-11,3.45
2020-02-12,3.58
2020-02-13,3.5
2020-02-14,3.49
2020-02-17,3.48
2020-02-18,3.5
2020-02-19,3.51
2020-02-20,3.49
2020-02-21,3.44
2020-02-24,3.2
2020-02-25,3.35
2020-02-26,3.26
2020-02-27,3.33
2020-02-28,3.27
2020-03-02,3.27
2020-03-03,3.31
2020-03-04,3.52
2020-03-05,3.48
2020-03-06,3.49
2020-03-09,3.25
2020-03-10,3.26
2020-03-11,3.18
2020-03-12,3.1
2020-03-13,3.09
2020-03-16,3.03
2020-03-17,3.02
2020-03-18,3.03
2020-03-19,2.98
2020-03-20,2.94
2020-03-23,2.74
2020-03-24,2.72
2020-03-25,2.71
2020-03-26,2.68
2020-03-27,2.66
2020-03-30,2.55
2020-03-31,2.55
2020-04-01,2.69
2020-04-03,2.81
2020-04-06,3.0
2020-04-07,3.1
2020-04-08,3.2
2020-04-09,3.2
2020-04-10,3.14
2020-04-13,3.13
2020-04-14,3.07
2020-04-15,3.11
2020-04-16,3.17
2020-04-17,3.17
2020-04-20,3.17
2020-04-21,3.12
2020-04-22,3.12
2020-04-23,3.16
2020-04-24,3.38
2020-04-27,3.5
2020-04-28,3.64
2020-04-29,3.6
2020-05-04,3.4
2020-05-05,3.46
2020-05-06,3.54
2020-05-07,3.55
2020-05-08,3.52
2020-05-11,3.76
2020-05-12,3.85
2020-05-13,3.86
2020-05-14,3.8
2020-05-15,3.88
2020-05-18,3.86
2020-05-19,3.89
2020-05-20,4.16
2020-05-21,4.14
2020-05-22,4.15
2020-05-25,4.16
2020-05-26,4.23
2020-05-27,4.17
2020-05-28,4.27
2020-05-29,4.56
2020-06-01,4.87
2020-06-02,4.8
2020-06-03,4.75
2020-06-04,5.08
2020-06-05,5.42
2020-06-08,5.75
2020-06-09,5.65
2020-06-10,5.8
2020-06-11,5.4
2020-06-12,5.2
2020-06-15,4.9
2020-06-16,5.19
2020-06-17,5.09
2020-06-18,4.97
2020-06-19,5.23
2020-06-22,5.19
2020-06-23,5.3
2020-06-24,5.22
2020-06-25,5.2
2020-06-26,5.11
2020-06-29,5.2
2020-06-30,5.2
2020-07-01,5.23
2020-07-02,5.23
2020-07-03,5.2
2020-07-06,5.15
2020-07-07,5.02
2020-07-08,5.0
2020-07-09,5.0
2020-07-10,5.05
2020-07-13,5.08
2020-07-14,4.89
2020-07-15,4.65
2020-07-16,4.68
2020-07-17,4.58
2020-07-20,4.37
2020-07-21,4.47
2020-07-22,4.3
2020-07-23,4.33
2020-07-24,4.03
2020-07-27,3.75
2020-07-28,3.86
2020-07-29,3.74
2020-07-30,3.73
2020-07-31,3.8
2020-08-03,3.87
2020-08-04,3.87
2020-08-05,3.93
2020-08-06,4.11
2020-08-07,4.06
2020-08-10,4.05
2020-08-11,4.05
2020-08-12,4.02
2020-08-13,4.12
2020-08-14,4.05
2020-08-17,4.01
2020-08-18,4.01
2020-08-19,4.29
2020-08-20,4.26
2020-08-21,4.28
2020-08-24,4.28
2020-08-25,4.21
2020-08-26,4.2
2020-08-27,4.34
2020-08-28,4.25
2020-08-31,4.26
2020-09-01,4.33
2020-09-03,4.31
2020-09-04,4.35
2020-09-07,4.6
2020-09-08,4.61
2020-09-09,4.83
2020-09-10,4.79
2020-09-11,4.9
2020-09-14,4.87
2020-09-15,4.67
2020-09-16,4.63
2020-09-17,4.72
2020-09-18,4.64
2020-09-21,4.59
2020-09-22,4.55
2020-09-23,4.6
2020-09-24,4.6
2020-09-25,4.57
2020-09-28,4.57
2020-09-29,4.56
2020-09-30,4.56
2020-10-01,4.55
2020-10-02,4.54
2020-10-05,4.71
2020-10-06,4.69
2020-10-07,4.85
2020-10-08,4.8
2020-10-09,4.68
2020-10-12,4.5
2020-10-13,4.64
2020-10-14,4.96
2020-10-15,5.03
2020-10-16,4.9
2020-10-19,4.91
2020-10-20,4.85
2020-10-21,4.75
2020-10-22,4.72
2020-10-23,4.87
2020-10-26,4.78
2020-10-27,4.65
2020-10-28,4.5
2020-10-29,4.45
2020-10-30,4.54
2020-11-02,4.65
2020-11-03,4.6
2020-11-04,4.62
2020-11-05,4.6
2020-11-06,4.57
2020-11-09,4.56
2020-11-10,4.52
2020-11-11,4.47
2020-11-12,4.46
2020-11-13,4.53
2020-11-16,4.53
2020-11-17,4.54
2020-11-18,4.48
2020-11-19,4.42
2020-11-20,4.55
2020-11-23,4.5
2020-11-24,4.45
2020-11-25,4.58
2020-11-26,4.77
2020-11-27,4.65
2020-11-30,4.52
2020-12-01,4.59
