,price
2020-01-02,2.09
2020-01-03,2.1
2020-01-06,2.0
2020-01-07,2.11
2020-01-08,1.97
2020-01-09,1.95
2020-01-10,1.82
2020-01-13,1.71
2020-01-14,1.81
2020-01-15,1.74
2020-01-16,1.72
2020-01-17,1.74
2020-01-20,1.76
2020-01-21,1.88
2020-01-22,1.95
2020-01-30,1.82
2020-01-31,1.7
2020-02-03,1.65
2020-02-04,1.71
2020-02-05,1.72
2020-02-06,1.79
2020-02-07,1.8
2020-02-10,1.72
2020-02-11,1.75
2020-02-12,1.87
2020-02-13,2.0
2020-02-14,2.1
2020-02-17,2.04
2020-02-18,2.18
2020-02-19,2.33
2020-02-20,2.31
2020-02-21,2.15
2020-02-24,2.0
2020-02-25,2.07
2020-02-26,1.99
2020-02-27,2.12
2020-02-28,2.2
2020-03-02,2.35
2020-03-03,2.51
2020-03-04,2.68
2020-03-05,2.86
2020-03-06,3.06
2020-03-09,3.27
2020-03-10,3.49
2020-03-11,3.73
2020-03-12,3.99
2020-03-13,4.26
2020-03-16,4.55
2020-03-17,4.86
2020-03-18,5.2
2020-03-19,4.84
2020-03-20,4.51
2020-03-23,4.2
2020-03-24,3.91
2020-03-25,3.64
2020-03-26,3.39
2020-03-27,3.16
2020-03-30,2.94
2020-03-31,2.74
2020-04-01,2.93
2020-04-03,3.13
2020-04-06,2.98
2020-04-07,2.78
2020-04-08,2.97
2020-04-09,2.98
2020-04-10,2.81
2020-04-13,2.85
2020-04-14,2.74
2020-04-15,2.93
2020-04-16,2.93
2020-04-17,2.86
2020-04-20,2.86
2020-04-21,2.98
2020-04-22,3.07
2020-04-23,3.07
2020-04-24,3.28
2020-04-27,3.3
2020-04-28,3.22
2020-04-29,3.35
2020-05-04,3.12
2020-05-05,3.06
2020-05-06,3.25
2020-05-07,3.14
2020-05-08,3.1
2020-05-11,3.12
2020-05-12,3.14
2020-05-13,3.22
2020-05-14,3.31
2020-05-15,3.2
2020-05-18,3.12
2020-05-19,3.11
2020-05-20,3.28
2020-05-21,3.2
2020-05-22,3.13
2020-05-25,3.16
2020-05-26,3.15
2020-05-27,3.08
2020-05-28,3.11
2020-05-29,3.13
2020-06-01,3.28
2020-06-02,3.12
2020-06-03,3.15
2020-06-04,3.35
2020-06-05,3.58
2020-06-08,3.83
2020-06-09,3.61
2020-06-10,3.52
2020-06-11,3.28
2020-06-12,3.3
2020-06-15,3.29
2020-06-16,3.41
2020-06-17,3.64
2020-06-18,3.55
2020-06-19,3.57
2020-06-22,3.42
2020-06-23,3.64
2020-06-24,3.4
2020-06-25,3.41
2020-06-26,3.4
2020-06-29,3.17
2020-06-30,3.0
2020-07-01,3.2
2020-07-02,3.05
2020-07-03,3.09
2020-07-06,3.09
2020-07-07,3.06
2020-07-08,3.05
2020-07-09,3.26
2020-07-10,3.18
2020-07-13,3.19
2020-07-14,3.2
2020-07-15,3.16
2020-07-16,3.14
2020-07-17,3.1
2020-07-20,3.0
2020-07-21,3.05
2020-07-22,2.99
2020-07-23,2.87
2020-07-24,2.67
2020-07-27,2.49
2020-07-28,2.6
2020-07-29,2.42
2020-07-30,2.41
2020-07-31,2.25
2020-08-03,2.4
2020-08-04,2.56
2020-08-05,2.54
2020-08-06,2.44
2020-08-07,2.54
2020-08-10,2.64
2020-08-11,2.6
2020-08-12,2.57
2020-08-13,2.6
2020-08-14,2.59
2020-08-17,2.58
2020-08-18,2.57
2020-08-19,2.56
2020-08-20,2.54
2020-08-21,2.62
2020-08-24,2.63
2020-08-25,2.62
2020-08-26,2.57
2020-08-27,2.59
2020-08-28,2.6
2020-08-31,2.58
2020-09-01,2.65
2020-09-03,2.64
2020-09-04,2.6
2020-09-07,2.55
2020-09-08,2.57
2020-09-09,2.59
2020-09-10,2.6
2020-09-11,2.62
2020-09-14,2.63
2020-09-15,2.6
2020-09-16,2.61
2020-09-17,2.59
2020-09-18,2.58
2020-09-21,2.58
2020-09-22,2.55
2020-09-23,2.59
2020-09-24,2.57
2020-09-25,2.56
2020-09-28,2.63
2020-09-29,2.6
2020-09-30,2.6
2020-10-01,2.59
2020-10-02,2.57
2020-10-05,2.63
2020-10-06,2.81
2020-10-07,2.9
2020-10-08,2.8
2020-10-09,2.69
2020-10-12,2.75
2020-10-13,2.74
2020-10-14,2.75
2020-10-15,2.71
2020-10-16,2.67
2020-10-19,2.66
2020-10-20,2.69
2020-10-21,2.75
2020-10-22,2.83
2020-10-23,3.02
2020-10-26,2.81
2020-10-27,2.72
2020-10-28,2.72
2020-10-29,2.71
2020-10-30,2.71
2020-11-02,2.84
2020-11-03,2.78
2020-11-04,2.78
2020-11-05,2.74
2020-11-06,2.78
2020-11-09,2.75
2020-11-10,2.73
2020-11-11,2.73
2020-11-12,2.7
2020-11-13,2.75
2020-11-16,2.72
2020-11-17,2.71
2020-11-18,2.7
2020-11-19,2.68
2020-11-20,2.67
2020-11-23,2.69
2020-11-24,2.66
2020-11-25,2.65
2020-11-26,2.64
2020-11-27,2.67
2020-11-30,2.67
2020-12-01,2.64
2020-12-02,2.64
2020-12-03,2.68
2020-12-04,2.67
2020-12-07,2.67
2020-12-08,2.69
2020-12-09,2.71
2020-12-10,2.68
2020-12-11,2.66
2020-12-14,2.66
2020-12-15,2.68
2020-12-16,2.69
2020-12-17,2.68
2020-12-18,2.67
2020-12-21,2.67
2020-12-22,2.85
2020-12-23,2.83
2020-12-24,2.74
2020-12-25,2.78
2020-12-28,2.75
2020-12-29,2.76
2020-12-30,2.82
2020-12-31,2.86
2021-01-04,2.87
2021-01-05,2.83
2021-01-06,2.8
2021-01-07,2.88
2021-01-08,3.0
2021-01-11,3.21
2021-01-12,3.33
2021-01-13,3.24
2021-01-14,3.23
2021-01-15,3.45
2021-01-18,3.69
2021-01-19,3.44
2021-01-20,3.31
2021-01-21,3.54
2021-01-22,3.55
2021-01-25,3.54
